OBJECTID_1,STATE_NAME,FIPS,localeventdate,county_name,grade,n_grade,daily_distance_diff,county_population,Shape__Area,Shape__Length
3045,Virginia,51041,2020-03-23T00:00:00.000Z,Chesterfield ,B,4,-0.327580748,348556,0.115212218,2.020959279
3046,Virginia,51045,2020-03-23T00:00:00.000Z,Craig ,B,4,-0.372373497,5064,0.086381377,1.43881202
3047,Virginia,51049,2020-03-23T00:00:00.000Z,Cumberland ,C,3,-0.2638303,9809,0.076636089,1.358819087
3048,Virginia,51053,2020-03-23T00:00:00.000Z,Dinwiddie ,C,3,-0.215611153,28529,0.132789016,1.563062211
3049,Virginia,51057,2020-03-23T00:00:00.000Z,Essex ,C,3,-0.269652079,10919,0.071774094,1.508035847
3050,Virginia,51063,2020-03-23T00:00:00.000Z,Floyd ,C,3,-0.298199524,15795,0.100551889,1.567328253
3051,Virginia,51065,2020-03-23T00:00:00.000Z,Fluvanna ,B,4,-0.34898792,26783,0.076245696,1.125627614
3052,Virginia,51067,2020-03-23T00:00:00.000Z,Franklin ,C,3,-0.283066037,56195,0.188140008,1.926778511
3053,Virginia,51073,2020-03-23T00:00:00.000Z,Gloucester ,C,3,-0.299825775,37349,0.056194518,1.207867882
3054,Virginia,51075,2020-03-23T00:00:00.000Z,Goochland ,C,3,-0.278169532,23244,0.07669733,1.594209692
3055,Virginia,51079,2020-03-23T00:00:00.000Z,Greene ,B,4,-0.370367451,19779,0.041900812,1.028230573
3056,Virginia,51081,2020-03-23T00:00:00.000Z,Greensville ,F,1,-0.021197413,11627,0.074611126,1.709128904
3057,Virginia,51083,2020-03-23T00:00:00.000Z,Halifax ,D,2,-0.185370878,34120,0.21850206,2.315366453
3058,Virginia,51085,2020-03-23T00:00:00.000Z,Hanover ,C,3,-0.225026274,107239,0.127412729,2.162968183
3059,Virginia,51087,2020-03-23T00:00:00.000Z,Henrico ,B,4,-0.337971752,329261,0.063219128,1.853584338
3060,Virginia,51089,2020-03-23T00:00:00.000Z,Henry ,D,2,-0.191214744,50953,0.09665743,1.556971164
3061,Virginia,51093,2020-03-23T00:00:00.000Z,Isle of Wight ,C,3,-0.267160251,36953,0.084305311,1.603654448
3062,Virginia,51095,2020-03-23T00:00:00.000Z,James City ,B,4,-0.38721879,76397,0.040641309,1.267389685
3063,Virginia,51097,2020-03-23T00:00:00.000Z,King and Queen ,B,4,-0.313770201,7042,0.087316964,1.95480396
3064,Virginia,51099,2020-03-23T00:00:00.000Z,King George ,B,4,-0.352943242,26575,0.047401364,1.121633042
3065,Virginia,51101,2020-03-23T00:00:00.000Z,King William ,C,3,-0.246319093,16939,0.07578297,2.100902529
3066,Virginia,51103,2020-03-23T00:00:00.000Z,Lancaster ,C,3,-0.289211483,10783,0.035732974,0.850957088
3067,Virginia,51109,2020-03-23T00:00:00.000Z,Louisa ,C,3,-0.283069063,36778,0.134830933,1.64154944
3068,Virginia,51111,2020-03-23T00:00:00.000Z,Lunenburg ,B,4,-0.395316279,12086,0.111647476,1.474125876
3069,Virginia,51115,2020-03-23T00:00:00.000Z,Mathews ,A,5,-0.471552366,8802,0.016984221,0.587473913
3070,Virginia,51117,2020-03-23T00:00:00.000Z,Mecklenburg ,D,2,-0.173384249,30650,0.175963894,2.139449701
3071,Virginia,51119,2020-03-23T00:00:00.000Z,Middlesex ,A,5,-0.431907892,10769,0.033313245,1.080663126
3072,Virginia,51121,2020-03-23T00:00:00.000Z,Montgomery ,F,1,-0.019299945,98985,0.101578174,1.640000741
3073,Virginia,51125,2020-03-23T00:00:00.000Z,Nelson ,A,5,-0.403406395,14836,0.122785693,1.818442184
3074,Virginia,51127,2020-03-23T00:00:00.000Z,New Kent ,C,3,-0.27048202,22391,0.058825319,1.5077423
3075,Virginia,51131,2020-03-23T00:00:00.000Z,Northampton ,B,4,-0.322372146,11735,0.04460707,1.187307327
3076,Virginia,51133,2020-03-23T00:00:00.000Z,Northumberland ,B,4,-0.343041902,12147,0.05301261,1.199442503
3077,Virginia,51135,2020-03-23T00:00:00.000Z,Nottoway ,C,3,-0.229173757,15420,0.078745502,1.315766563
3078,Virginia,51137,2020-03-23T00:00:00.000Z,Orange ,B,4,-0.314242267,36644,0.092002087,1.627238847
3079,Virginia,51141,2020-03-23T00:00:00.000Z,Patrick ,D,2,-0.190957658,17673,0.126333475,1.7181205
3080,Virginia,51143,2020-03-23T00:00:00.000Z,Pittsylvania ,C,3,-0.232663113,60949,0.251756133,2.597244572
3081,Virginia,51145,2020-03-23T00:00:00.000Z,Powhatan ,B,4,-0.320333135,29189,0.070923473,1.374298202
3082,Virginia,51147,2020-03-23T00:00:00.000Z,Prince Edward ,C,3,-0.297359482,22950,0.09145847,1.463437599
3083,Virginia,51149,2020-03-23T00:00:00.000Z,Prince George ,D,2,-0.193037555,38082,0.073319466,1.467426902
3084,Virginia,51159,2020-03-23T00:00:00.000Z,Richmond ,C,3,-0.299099324,9038,0.049857,1.187107182
3085,Virginia,51161,2020-03-23T00:00:00.000Z,Roanoke ,C,3,-0.20937573,94073,0.068900599,1.790305531
3086,Virginia,51163,2020-03-23T00:00:00.000Z,Rockbridge ,F,1,0.090401445,22752,0.159557926,2.091276475
3087,Virginia,51175,2020-03-23T00:00:00.000Z,Southampton ,C,3,-0.222921838,17586,0.155919652,1.991700459
3088,Virginia,51177,2020-03-23T00:00:00.000Z,Spotsylvania ,C,3,-0.297900801,134238,0.111371831,1.666508386
3089,Virginia,51181,2020-03-23T00:00:00.000Z,Surry ,D,2,-0.13619237,6474,0.075803069,1.365611601
3090,Virginia,51183,2020-03-23T00:00:00.000Z,Sussex ,F,1,-0.090533771,11237,0.129270675,1.767446498
3091,Virginia,51193,2020-03-23T00:00:00.000Z,Westmoreland ,C,3,-0.28468579,17830,0.066234082,1.408007543
3092,Virginia,51199,2020-03-23T00:00:00.000Z,York ,B,4,-0.39657605,67846,0.02828588,0.98342461
3093,Virginia,51530,2020-03-23T00:00:00.000Z,Buena Vista city,C,3,-0.274985491,6237,0.001292418,0.148073221
3094,Virginia,51540,2020-03-23T00:00:00.000Z,Charlottesville city,B,4,-0.386169268,48117,0.003344345,0.226967897
3095,Virginia,51550,2020-03-23T00:00:00.000Z,Chesapeake city,B,4,-0.304277139,242634,0.08871206,1.421631627
3096,Virginia,51570,2020-03-23T00:00:00.000Z,Colonial Heights city,C,3,-0.235328353,17833,0.001838649,0.208442146
3097,Virginia,51580,2020-03-23T00:00:00.000Z,Covington city,B,4,-0.310423889,5460,0.002284966,0.183499677
3098,Virginia,51590,2020-03-23T00:00:00.000Z,Danville city,B,4,-0.313387144,40693,0.010840337,0.566756737
3099,Virginia,51595,2020-03-23T00:00:00.000Z,Emporia city,F,1,-0.006979392,5121,0.000905751,0.117237902
3100,Virginia,51620,2020-03-23T00:00:00.000Z,Franklin city,C,3,-0.202049274,8013,0.000841919,0.116719589
3101,Virginia,51630,2020-03-23T00:00:00.000Z,Fredericksburg city,B,4,-0.324964519,29144,0.001954195,0.1776779
3102,Virginia,51650,2020-03-23T00:00:00.000Z,Hampton city,B,4,-0.350943629,134313,0.013326859,0.475302674
3103,Virginia,51670,2020-03-23T00:00:00.000Z,Hopewell city,B,4,-0.300308266,22596,0.002319201,0.200499536
3104,Virginia,51678,2020-03-23T00:00:00.000Z,Lexington city,F,1,-0.004292089,7136,0.001338105,0.142744122
3105,Virginia,51680,2020-03-23T00:00:00.000Z,Lynchburg city,C,3,-0.232680093,82126,0.01398139,0.504026832
3106,Virginia,51690,2020-03-23T00:00:00.000Z,Martinsville city,C,3,-0.274196038,12902,0.002356096,0.193528746
3107,Virginia,51700,2020-03-23T00:00:00.000Z,Newport News city,B,4,-0.332203805,178626,0.019734121,0.875937086
3108,Virginia,51710,2020-03-23T00:00:00.000Z,Norfolk city,B,4,-0.330854391,244076,0.012649781,0.48807633
3109,Virginia,51730,2020-03-23T00:00:00.000Z,Petersburg city,C,3,-0.235186646,31567,0.007301726,0.355665907
3110,Virginia,51735,2020-03-23T00:00:00.000Z,Poquoson city,B,4,-0.380607567,12190,0.005237418,0.346678764
3111,Virginia,51740,2020-03-23T00:00:00.000Z,Portsmouth city,B,4,-0.313047223,94632,0.009192674,0.55100537
3112,Virginia,51750,2020-03-23T00:00:00.000Z,Radford city,D,2,-0.1480048,18339,0.001738693,0.171954714
3113,Virginia,51760,2020-03-23T00:00:00.000Z,Richmond city,B,4,-0.328471981,228783,0.017975295,0.744379073
3114,Virginia,51770,2020-03-23T00:00:00.000Z,Roanoke city,B,4,-0.318387176,99920,0.008321215,0.362196923
3115,Virginia,51775,2020-03-23T00:00:00.000Z,Salem city,D,2,-0.168961502,25643,0.002690356,0.24124748
3116,Virginia,51790,2020-03-23T00:00:00.000Z,Staunton city,C,3,-0.207463124,24922,0.003333292,0.229092375
3117,Virginia,51800,2020-03-23T00:00:00.000Z,Suffolk city,B,4,-0.311468108,91185,0.104986786,1.771361471
3118,Virginia,51810,2020-03-23T00:00:00.000Z,Virginia Beach city,B,4,-0.353706807,450189,0.069832999,1.734273264
3119,Virginia,51820,2020-03-23T00:00:00.000Z,Waynesboro city,C,3,-0.239255862,22628,0.002522477,0.196085141
3120,Virginia,51830,2020-03-23T00:00:00.000Z,Williamsburg city,B,4,-0.305956672,14896,0.001258019,0.13852381
3121,West Virginia,54025,2020-03-23T00:00:00.000Z,Greenbrier ,C,3,-0.210213479,34786,0.273052402,2.749000325
3122,West Virginia,54063,2020-03-23T00:00:00.000Z,Monroe ,C,3,-0.244226462,13280,0.125706797,1.822413784
3123,Delaware,10001,2020-03-23T00:00:00.000Z,Kent ,C,3,-0.285638912,178550,0.16390541,1.71790799
3124,Delaware,10003,2020-03-23T00:00:00.000Z,New Castle ,B,4,-0.334408155,559335,0.123546277,1.720025072
3125,Delaware,10005,2020-03-23T00:00:00.000Z,Sussex ,B,4,-0.377574239,229286,0.265888778,2.127757491
3126,District of Columbia,11001,2020-03-23T00:00:00.000Z,District of Columbia,A,5,-0.56213077,702455,0.017769829,0.632462298
3127,Maryland,24001,2020-03-23T00:00:00.000Z,Allegany ,D,2,-0.162845847,70975,0.116823027,2.200321808
3128,Maryland,24003,2020-03-23T00:00:00.000Z,Anne Arundel ,A,5,-0.40620893,576031,0.118577832,1.733349758
3129,Maryland,24005,2020-03-23T00:00:00.000Z,Baltimore ,B,4,-0.325363295,828431,0.164689892,2.24173693
3130,Maryland,24009,2020-03-23T00:00:00.000Z,Calvert ,B,4,-0.368098878,92003,0.063615302,1.248013953
3131,Maryland,24011,2020-03-23T00:00:00.000Z,Caroline ,C,3,-0.276483422,33304,0.089198554,1.478438418
3132,Maryland,24013,2020-03-23T00:00:00.000Z,Carroll ,B,4,-0.351578342,168429,0.124973567,1.744243516
3133,Maryland,24015,2020-03-23T00:00:00.000Z,Cecil ,C,3,-0.25531012,102826,0.095825649,1.502649191
3134,Maryland,24017,2020-03-23T00:00:00.000Z,Charles ,B,4,-0.374677253,161503,0.122146064,1.735966764
3135,Maryland,24019,2020-03-23T00:00:00.000Z,Dorchester ,C,3,-0.218691923,31998,0.142872328,1.88675863
3136,Maryland,24021,2020-03-23T00:00:00.000Z,Frederick ,C,3,-0.296116633,255648,0.180399438,1.890163069
3137,Maryland,24023,2020-03-23T00:00:00.000Z,Garrett ,C,3,-0.207569068,29163,0.179031462,1.907595755
3138,Maryland,24025,2020-03-23T00:00:00.000Z,Harford ,B,4,-0.33357722,253956,0.119719416,1.385011775
3139,Maryland,24027,2020-03-23T00:00:00.000Z,Howard ,B,4,-0.356721007,323196,0.065860354,1.237327748
3140,Maryland,24029,2020-03-23T00:00:00.000Z,Kent ,C,3,-0.252271659,19383,0.065516226,1.346338162
3141,Maryland,24031,2020-03-23T00:00:00.000Z,Montgomery ,A,5,-0.470798306,1052567,0.134695277,1.693809491
3142,Maryland,24033,2020-03-23T00:00:00.000Z,Prince George's ,B,4,-0.35603896,909308,0.134093996,1.925544968
1,Alaska,2013,2020-03-23T00:00:00.000Z,Aleutians East Borough,C,3,-0.231561887,3515,2.235582371,24.26664638
2,North Dakota,38097,2020-03-23T00:00:00.000Z,Traill ,C,3,-0.244437555,8037,0.26636235,2.150448866
3,North Dakota,38099,2020-03-23T00:00:00.000Z,Walsh ,C,3,-0.28874044,10667,0.411900337,3.379905993
4,Alaska,2016,2020-03-23T00:00:00.000Z,Aleutians West Census Area,A,5,-0.805458059,5723,0.889388544,18.7316206
5,North Dakota,38101,2020-03-23T00:00:00.000Z,Ward ,B,4,-0.319945598,67744,0.640877441,4.408570968
6,Alaska,2020,2020-03-23T00:00:00.000Z,Anchorage Municipality,A,5,-0.471050716,291538,0.767577557,4.166791735
7,North Dakota,38103,2020-03-23T00:00:00.000Z,Wells ,C,3,-0.214721077,3957,0.403544037,2.664809414
8,Alaska,2050,2020-03-23T00:00:00.000Z,Bethel Census Area,F,1,0.095013231,18216,18.09387994,50.34685447
9,North Dakota,38105,2020-03-23T00:00:00.000Z,Williams ,C,3,-0.281694431,35350,0.682762106,3.896127064
10,Oregon,41001,2020-03-23T00:00:00.000Z,Baker ,F,1,0.122869627,16006,0.903750263,5.526200725
11,Oregon,41049,2020-03-23T00:00:00.000Z,Morrow ,F,1,0.032849732,11372,0.604474868,3.542470573
12,Oregon,41059,2020-03-23T00:00:00.000Z,Umatilla ,F,1,0.179793539,77516,0.981566921,5.287556469
13,Oregon,41061,2020-03-23T00:00:00.000Z,Union ,F,1,0.051491105,26461,0.604866455,4.800081686
14,Oregon,41063,2020-03-23T00:00:00.000Z,Wallowa ,A,5,-0.417296022,7081,0.947249917,4.507424385
15,South Dakota,46013,2020-03-23T00:00:00.000Z,Brown ,C,3,-0.2000996,39316,0.515513955,2.880983109
16,South Dakota,46019,2020-03-23T00:00:00.000Z,Butte ,D,2,-0.166872053,10222,0.664608796,3.442965061
17,South Dakota,46021,2020-03-23T00:00:00.000Z,Campbell ,F,1,-0.095040502,1377,0.228633316,2.435125506
18,South Dakota,46025,2020-03-23T00:00:00.000Z,Clark ,A,5,-0.50242894,3739,0.288575903,2.196132194
19,South Dakota,46029,2020-03-23T00:00:00.000Z,Codington ,C,3,-0.225799957,28015,0.216860052,1.933181649
20,South Dakota,46031,2020-03-23T00:00:00.000Z,Corson ,A,5,-0.426212777,4165,0.746153571,4.441718758
21,South Dakota,46037,2020-03-23T00:00:00.000Z,Day ,B,4,-0.327180957,5505,0.321244653,2.364115117
22,South Dakota,46039,2020-03-23T00:00:00.000Z,Deuel ,C,3,-0.221479499,4337,0.186499385,1.730426865
23,South Dakota,46041,2020-03-23T00:00:00.000Z,Dewey ,A,5,-0.573569772,5904,0.722053925,3.976900264
24,South Dakota,46045,2020-03-23T00:00:00.000Z,Edmunds ,C,3,-0.26351896,3875,0.342757415,2.668063828
25,South Dakota,46049,2020-03-23T00:00:00.000Z,Faulk ,C,3,-0.232039925,2330,0.302207577,2.409903412
26,South Dakota,46051,2020-03-23T00:00:00.000Z,Grant ,B,4,-0.355800442,7147,0.207692386,2.232139305
27,South Dakota,46057,2020-03-23T00:00:00.000Z,Hamlin ,C,3,-0.293595584,6111,0.15862222,1.741057001
28,South Dakota,46063,2020-03-23T00:00:00.000Z,Harding ,B,4,-0.328299271,1249,0.797530152,3.644786334
29,South Dakota,46089,2020-03-23T00:00:00.000Z,McPherson ,B,4,-0.397403532,2407,0.339351251,2.664661921
30,South Dakota,46091,2020-03-23T00:00:00.000Z,Marshall ,C,3,-0.29691916,5112,0.261929627,2.236715965
31,South Dakota,46105,2020-03-23T00:00:00.000Z,Perkins ,B,4,-0.31514194,2922,0.857780535,3.702098105
32,South Dakota,46107,2020-03-23T00:00:00.000Z,Potter ,A,5,-0.523883292,2207,0.273145375,2.416707579
33,South Dakota,46109,2020-03-23T00:00:00.000Z,Roberts ,C,3,-0.257838276,10447,0.335229766,3.033764121
34,South Dakota,46115,2020-03-23T00:00:00.000Z,Spink ,C,3,-0.204074261,6495,0.449088542,2.710798766
35,South Dakota,46119,2020-03-23T00:00:00.000Z,Sully ,B,4,-0.362875292,1392,0.313540882,2.772535673
36,South Dakota,46129,2020-03-23T00:00:00.000Z,Walworth ,A,5,-0.441357935,5587,0.221624639,2.162106113
37,South Dakota,46137,2020-03-23T00:00:00.000Z,Ziebach ,C,3,-0.247706517,2742,0.581825969,3.575151699
38,Washington,53001,2020-03-23T00:00:00.000Z,Adams ,F,1,0.173928326,19759,0.591166338,3.803975254
39,Washington,53003,2020-03-23T00:00:00.000Z,Asotin ,A,5,-0.495716021,22610,0.191813895,2.032056782
40,Washington,53005,2020-03-23T00:00:00.000Z,Benton ,C,3,-0.231736365,201877,0.534314653,3.217555179
41,Washington,53013,2020-03-23T00:00:00.000Z,Columbia ,F,1,-0.007710584,4059,0.261828283,2.489179313
42,Washington,53017,2020-03-23T00:00:00.000Z,Douglas ,F,1,-0.092661728,42907,0.570914416,4.3423037
43,Washington,53019,2020-03-23T00:00:00.000Z,Ferry ,C,3,-0.20604582,7649,0.71805932,3.786161263
44,Washington,53021,2020-03-23T00:00:00.000Z,Franklin ,D,2,-0.144210562,94347,0.388363869,3.219041481
45,Washington,53023,2020-03-23T00:00:00.000Z,Garfield ,F,1,0.232770402,2247,0.212410078,2.476997584
46,Washington,53025,2020-03-23T00:00:00.000Z,Grant ,D,2,-0.120463928,97331,0.856840558,4.637954507
47,Washington,53043,2020-03-23T00:00:00.000Z,Lincoln ,D,2,-0.147474988,10740,0.722141343,3.768563113
48,Washington,53051,2020-03-23T00:00:00.000Z,Pend Oreille ,C,3,-0.292492991,13602,0.455725816,3.101655401
49,Washington,53063,2020-03-23T00:00:00.000Z,Spokane ,C,3,-0.296645702,514631,0.55475059,3.252360552
50,Washington,53065,2020-03-23T00:00:00.000Z,Stevens ,B,4,-0.332006112,45260,0.795485864,4.876296138
51,Washington,53071,2020-03-23T00:00:00.000Z,Walla Walla ,C,3,-0.241374625,60922,0.389905688,3.088620578
52,Washington,53075,2020-03-23T00:00:00.000Z,Whitman ,C,3,-0.299815331,49791,0.667762878,4.059280505
53,Wyoming,56033,2020-03-23T00:00:00.000Z,Sheridan ,C,3,-0.201363653,30233,0.750158275,4.545580311
54,Alabama,1003,2020-03-23T00:00:00.000Z,Baldwin ,C,3,-0.234798385,218022,0.404489061,3.678275508
55,Alabama,1005,2020-03-23T00:00:00.000Z,Barbour ,D,2,-0.163907519,24881,0.222430734,2.21851373
56,Alabama,1011,2020-03-23T00:00:00.000Z,Bullock ,C,3,-0.21945316,10138,0.155727341,2.006250254
57,Alabama,1013,2020-03-23T00:00:00.000Z,Butler ,D,2,-0.117842142,19680,0.192730533,1.769462124
58,Alabama,1023,2020-03-23T00:00:00.000Z,Choctaw ,D,2,-0.132243435,12841,0.230839536,2.575665091
59,Alabama,1025,2020-03-23T00:00:00.000Z,Clarke ,D,2,-0.180469069,23920,0.307334922,3.37702332
60,Alabama,1031,2020-03-23T00:00:00.000Z,Coffee ,C,3,-0.257114715,51909,0.164775797,1.642318279
61,Alabama,1035,2020-03-23T00:00:00.000Z,Conecuh ,F,1,-0.023986055,12277,0.20268257,2.338616025
62,Alabama,1039,2020-03-23T00:00:00.000Z,Covington ,C,3,-0.207465618,36986,0.262433087,2.257507692
63,Alabama,1041,2020-03-23T00:00:00.000Z,Crenshaw ,C,3,-0.217308321,13824,0.153063399,2.134796617
64,Alabama,1045,2020-03-23T00:00:00.000Z,Dale ,C,3,-0.245896697,48956,0.138819868,1.573440425
65,Alabama,1053,2020-03-23T00:00:00.000Z,Escambia ,D,2,-0.163753669,36748,0.237396596,2.360259273
66,Alabama,1061,2020-03-23T00:00:00.000Z,Geneva ,D,2,-0.181957393,26314,0.144929948,1.811307749
67,Alabama,1067,2020-03-23T00:00:00.000Z,Henry ,D,2,-0.176122815,17209,0.13725753,1.528462655
68,Alabama,1069,2020-03-23T00:00:00.000Z,Houston ,D,2,-0.188866803,104722,0.151601703,2.026770563
69,Alabama,1097,2020-03-23T00:00:00.000Z,Mobile ,C,3,-0.213907279,413757,0.308199754,2.516197372
70,Alabama,1099,2020-03-23T00:00:00.000Z,Monroe ,D,2,-0.137261075,21067,0.254850945,2.675990312
71,Alabama,1109,2020-03-23T00:00:00.000Z,Pike ,F,1,0.074005098,33338,0.165185006,1.949774433
72,Alabama,1129,2020-03-23T00:00:00.000Z,Washington ,C,3,-0.216312209,16378,0.2689858,2.373204938
73,Alabama,1131,2020-03-23T00:00:00.000Z,Wilcox ,C,3,-0.2471836,10627,0.22498249,2.405855268
74,Florida,12001,2020-03-23T00:00:00.000Z,Alachua ,D,2,-0.17756641,269956,0.235556085,2.085381046
75,Florida,12003,2020-03-23T00:00:00.000Z,Baker ,D,2,-0.113656101,28355,0.144073699,1.683326679
76,Florida,12005,2020-03-23T00:00:00.000Z,Bay ,B,4,-0.304660662,185287,0.179149816,3.572318682
77,Florida,12007,2020-03-23T00:00:00.000Z,Bradford ,C,3,-0.208572593,27732,0.070244194,1.364874816
78,Florida,12009,2020-03-23T00:00:00.000Z,Brevard ,B,4,-0.321643587,596849,0.242008441,5.14166003
79,Florida,12013,2020-03-23T00:00:00.000Z,Calhoun ,B,4,-0.327429381,14587,0.138720753,1.66834074
80,Florida,12015,2020-03-23T00:00:00.000Z,Charlotte ,B,4,-0.314812926,184998,0.163625166,2.937548896
81,Florida,12017,2020-03-23T00:00:00.000Z,Citrus ,C,3,-0.228041824,147929,0.147410546,1.718337774
82,Florida,12019,2020-03-23T00:00:00.000Z,Clay ,C,3,-0.233473084,216072,0.157852244,1.747831508
83,Florida,12021,2020-03-23T00:00:00.000Z,Collier ,A,5,-0.432490479,378488,0.461870237,3.213079075
84,Florida,12023,2020-03-23T00:00:00.000Z,Columbia ,D,2,-0.147387026,70503,0.190283234,2.202461348
85,Florida,12027,2020-03-23T00:00:00.000Z,DeSoto ,D,2,-0.165121916,37489,0.151357233,1.601602344
86,Florida,12029,2020-03-23T00:00:00.000Z,Dixie ,C,3,-0.276361355,16700,0.170238363,1.735492739
87,Florida,12031,2020-03-23T00:00:00.000Z,Duval ,C,3,-0.272304226,950181,0.18843799,2.021556948
88,Florida,12033,2020-03-23T00:00:00.000Z,Escambia ,C,3,-0.26563564,315534,0.161955405,3.304594245
89,Florida,12035,2020-03-23T00:00:00.000Z,Flagler ,C,3,-0.29131909,112067,0.118113531,1.488676504
